x,y,z,i,r,t
3.936455249786377,5.028888702392578,0.17869120836257935,63.0,93.0,1748443579984987.0
33.05780029296875,-24.26996612548828,1.653158187866211,3.0,100.0,1748443579908538.0
-3.347759962081909,-12.921931266784668,0.0953151062130928,17.0,81.0,1748443579928806.0
-1.0478729009628296,-7.651294708251953,-0.41533443331718445,4.0,46.0,1748443579927506.0
-26.290849685668945,13.120112419128418,0.26129066944122314,63.0,82.0,1748443579958098.0
22.07833480834961,-22.915979385375977,0.8935965299606323,38.0,93.0,1748443579912202.0
-4.586444854736328,0.29546666145324707,-0.9499887824058533,49.0,4.0,1748443579949561.0
28.031518936157227,-30.277490615844727,2.529111623764038,25.0,112.0,1748443579911934.0
0.8431417942047119,-15.977656364440918,0.5326071977615356,64.0,96.0,1748443579922981.0
-17.866966247558594,-2.7945218086242676,-0.40658196806907654,9.0,64.0,1748443579946362.0
-0.45873695611953735,4.701056957244873,0.06637178361415863,83.0,85.0,1748443579972871.0
-55.676570892333984,-40.2264404296875,1.6899852752685547,54.0,91.0,1748443579941706.0
4.076052188873291,-15.658760070800781,1.430145263671875,63.0,120.0,1748443579919767.0
18.570566177368164,2.813798189163208,-0.7827329039573669,9.0,53.0,1748443579997019.0
-7.258183002471924,-12.937867164611816,1.0768847465515137,17.0,117.0,1748443579932543.0
4.779232978820801,-4.8410444259643555,-0.6510480642318726,27.0,22.0,1748443579912947.0
0.2848362326622009,7.488424777984619,-0.6124165654182434,4.0,30.0,1748443579975956.0
-20.02043342590332,-3.5195555686950684,-0.24446234107017517,61.0,70.0,1748443579947584.0
-8.117162704467773,0.28988271951675415,-0.8206804394721985,10.0,19.0,1748443579952234.0
-7.41148567199707,0.6005196571350098,-0.8439299464225769,9.0,12.0,1748443579949785.0
-15.905177116394043,-2.71937894821167,-0.5033731460571289,9.0,59.0,1748443579948971.0
-38.89151382446289,-63.610496520996094,8.570555686950684,17.0,123.0,1748443579935385.0
3.914402961730957,-16.142837524414062,0.3212836682796478,20.0,88.0,1748443579920032.0
2.2046186923980713,-15.53261947631836,0.13939061760902405,2.0,82.0,1748443579923474.0
-13.306892395019531,3.490757465362549,-0.42903071641921997,25.0,59.0,1748443579955752.0
1.0837433338165283,0.26052725315093994,-0.09670530259609222,2.0,26.0,1748443579996956.0
-0.5232301354408264,2.1604743003845215,0.05784136429429054,63.0,92.0,1748443579969707.0
-11.186725616455078,-1.2086246013641357,-0.7041206359863281,7.0,41.0,1748443579948074.0
-27.864219665527344,10.756147384643555,-0.2031128704547882,60.0,73.0,1748443579955649.0
-1.2487488985061646,-6.188286304473877,-0.5707948207855225,64.0,25.0,1748443579927946.0
-14.248040199279785,-34.265682220458984,3.544367790222168,58.0,121.0,1748443579931046.0
-4.746175289154053,7.317351818084717,-0.5453882813453674,23.0,41.0,1748443579965630.0
-6.857949733734131,7.324056625366211,-0.45256415009498596,38.0,51.0,1748443579964690.0
6.027923107147217,5.460330963134766,-0.09760429710149765,17.0,70.0,1748443579988640.0
-1.139304518699646,-5.76913595199585,-0.624342679977417,62.0,16.0,1748443579926945.0
-4.69221305847168,-11.654675483703613,-0.04156755656003952,8.0,75.0,1748443579932749.0
-22.28084373474121,-10.658208847045898,0.004305727314203978,17.0,77.0,1748443579942308.0
-7.315977573394775,0.518884539604187,-0.8517383337020874,25.0,11.0,1748443579952788.0
-24.191530227661133,-4.334650039672852,0.30421182513237,20.0,84.0,1748443579945645.0
-4.878249168395996,7.46544075012207,0.12567521631717682,62.0,85.0,1748443579965206.0
-7.2645721435546875,-4.359554767608643,-0.529734194278717,25.0,41.0,1748443579941181.0
-7.871779918670654,2.2603557109832764,-0.6265208721160889,25.0,33.0,1748443579954241.0
-7.363564968109131,-4.2802653312683105,-0.5325519442558289,25.0,41.0,1748443579941404.0
-24.434194564819336,-7.20375919342041,0.49301594495773315,8.0,88.0,1748443579944262.0
-1.788680076599121,-3.8649232387542725,-0.7732794284820557,60.0,5.0,1748443579931329.0
0.833477258682251,-0.11365166306495667,-0.06663811951875687,7.0,30.0,1748443579902508.0
1.365982174873352,1.6324090957641602,-0.039948176592588425,62.0,66.0,1748443579986809.0
0.6244506239891052,7.434459209442139,1.9955039024353027,38.0,127.0,1748443579977611.0
-8.45685863494873,-0.6257076263427734,-0.8122554421424866,8.0,22.0,1748443579949176.0
5.835346221923828,5.456179141998291,-0.040289007127285004,17.0,74.0,1748443579988759.0
3.1017963886260986,-7.754446029663086,-0.4492942988872528,6.0,46.0,1748443579919284.0
-0.5113136768341064,2.2739274501800537,-0.24559956789016724,62.0,16.0,1748443579970344.0
17.46678352355957,-13.405994415283203,-0.149680033326149,54.0,73.0,1748443579910195.0
83.58782958984375,-87.71768188476562,6.369755744934082,17.0,107.0,1748443579914542.0
-1.3296865224838257,4.879745006561279,-0.8189833164215088,1.0,6.0,1748443579971116.0
2.4429073333740234,7.106618881225586,0.7155340909957886,10.0,121.0,1748443579980056.0
-4.264925956726074,-4.124658584594727,-0.650791347026825,42.0,14.0,1748443579938112.0
-16.457839965820312,-40.144351959228516,2.5835397243499756,25.0,111.0,1748443579932484.0
-23.352798461914062,-0.9527656435966492,0.7376724481582642,27.0,95.0,1748443579950654.0
11.817330360412598,7.109670162200928,0.2666547894477844,2.0,88.0,1748443579990209.0
-0.9991167783737183,-18.664764404296875,0.5245542526245117,53.0,93.0,1748443579925254.0
0.13090656697750092,-26.041105270385742,1.800740122795105,46.0,116.0,1748443579923373.0
-5.552102088928223,4.395527362823486,-0.6778362393379211,42.0,22.0,1748443579961012.0
-9.415708541870117,-9.083422660827637,-0.15721458196640015,9.0,70.0,1748443579938134.0
30.011550903320312,-27.868656158447266,2.3669803142547607,60.0,110.0,1748443579912264.0
0.9226202368736267,-0.5430564880371094,-0.08162610232830048,4.0,32.0,1748443579907343.0
-8.91208267211914,-43.52964782714844,4.635674953460693,6.0,122.0,1748443579928934.0
17.82033920288086,-17.357114791870117,0.35129690170288086,46.0,85.0,1748443579911698.0
-3.1639974117279053,-2.7456107139587402,-1.0049560070037842,56.0,3.0,1748443579940279.0
-28.422258377075195,5.213422775268555,1.3664147853851318,1.0,104.0,1748443579951716.0
-10.869804382324219,-5.256809234619141,-0.3343534469604492,17.0,61.0,1748443579942243.0
-1.7677017450332642,-8.869006156921387,-0.3132201135158539,10.0,57.0,1748443579927905.0
-12.497559547424316,3.6012022495269775,-0.4509050250053406,27.0,57.0,1748443579954252.0
3.8785736560821533,-16.264720916748047,0.8777088522911072,62.0,107.0,1748443579922929.0
-4.693794250488281,7.489229202270508,0.07841834425926208,64.0,82.0,1748443579966819.0
-13.123649597167969,4.748587608337402,-0.45958659052848816,27.0,58.0,1748443579956252.0
-0.5333846211433411,1.7151886224746704,-0.163649320602417,46.0,24.0,1748443579969069.0
-4.268630027770996,-1.928541898727417,-0.9683165550231934,38.0,4.0,1748443579941779.0
-3.4059317111968994,7.45657205581665,0.14401188492774963,1.0,87.0,1748443579969482.0
-14.943747520446777,-6.245689868927002,-0.27938365936279297,25.0,67.0,1748443579945363.0
-7.806482791900635,3.7158780097961426,-0.6312740445137024,25.0,35.0,1748443579958740.0
7.530694484710693,5.463483810424805,0.03399457409977913,6.0,79.0,1748443579991311.0
-9.29232120513916,-11.685142517089844,1.0837762355804443,1.0,117.0,1748443579935100.0
39.11252212524414,-17.138286590576172,1.3485302925109863,9.0,95.0,1748443579907869.0
-5.849372863769531,-6.330939769744873,-0.4938390254974365,25.0,44.0,1748443579935343.0
7.093672752380371,7.1261796951293945,0.4219720959663391,56.0,101.0,1748443579986879.0
0.8913968801498413,7.403811931610107,0.31264200806617737,2.0,101.0,1748443579976325.0
-8.614286422729492,3.72046160697937,-0.6196851134300232,46.0,39.0,1748443579957795.0
2.849722146987915,-5.270018577575684,-0.6256075501441956,58.0,17.0,1748443579916891.0
-0.5274693965911865,1.734487533569336,-0.05264284089207649,53.0,60.0,1748443579968803.0
-5.759561061859131,-9.742145538330078,-0.1753653734922409,6.0,68.0,1748443579931961.0
3.227947473526001,5.107743263244629,-0.13541476428508759,2.0,64.0,1748443579982807.0
22.643056869506836,-20.345623016357422,0.6954566240310669,46.0,90.0,1748443579912370.0
1.3814188241958618,1.5562639236450195,-0.11077381670475006,94.0,46.0,1748443579986906.0
16.808921813964844,7.117894649505615,0.03498946502804756,2.0,78.0,1748443579993977.0
-8.35044002532959,-12.416568756103516,0.13293734192848206,32.0,82.0,1748443579935143.0
6.540508270263672,5.4371747970581055,-0.7550110816955566,9.0,26.0,1748443579989680.0
-0.12069607526063919,-9.568033218383789,-0.048286072909832,17.0,74.0,1748443579925914.0
30.593839645385742,-7.802662372589111,-0.21471835672855377,49.0,73.0,1748443579903753.0
-6.570263862609863,-8.659188270568848,-0.3009180724620819,38.0,61.0,1748443579934739.0
-27.42629051208496,3.531585454940796,0.5834603309631348,7.0,89.0,1748443579951823.0
0.8091139197349548,-0.15646347403526306,-0.0876486599445343,4.0,14.0,1748443579903392.0
-16.604585647583008,2.783832550048828,-0.29044148325920105,42.0,67.0,1748443579954312.0
-8.41953182220459,3.56685471534729,-0.6038212180137634,49.0,39.0,1748443579957683.0
3.2311859130859375,4.872340679168701,-0.7824376225471497,62.0,8.0,1748443579983175.0
-0.9487698078155518,-6.894393444061279,-0.4469672441482544,10.0,40.0,1748443579926008.0
3.5174694061279297,-8.65047836303711,-0.3234640061855316,6.0,57.0,1748443579918628.0
0.32724252343177795,-8.423681259155273,-0.24787846207618713,53.0,60.0,1748443579922847.0
4.850315570831299,-11.697578430175781,0.37718644738197327,4.0,94.0,1748443579919088.0
-1.773449420928955,-5.641478538513184,-0.5967209339141846,65.0,19.0,1748443579931501.0
-11.17828369140625,-1.5245476961135864,-0.7059991359710693,6.0,41.0,1748443579947629.0
39.5596923828125,13.588334083557129,4.806800365447998,62.0,123.0,1748443579996391.0
-27.56026840209961,-14.109604835510254,2.3856067657470703,17.0,118.0,1748443579942826.0
27.463871002197266,-30.928804397583008,1.9564789533615112,46.0,104.0,1748443579912264.0
5.213089466094971,-6.901947021484375,-0.49556076526641846,8.0,44.0,1748443579913176.0
-21.143142700195312,1.2215499877929688,-0.14396236836910248,9.0,73.0,1748443579950703.0
30.64175796508789,-27.097431182861328,2.292466640472412,62.0,109.0,1748443579910931.0
-7.579469680786133,-6.2349772453308105,-0.42554399371147156,23.0,52.0,1748443579937513.0
11.070958137512207,7.0980119705200195,0.27715951204299927,23.0,89.0,1748443579990711.0
3.232431650161743,5.410915374755859,0.11060888320207596,42.0,87.0,1748443579984871.0
-23.610416412353516,-1.7074719667434692,0.7471479773521423,27.0,95.0,1748443579950153.0
4.49989652633667,-14.414505004882812,2.3898205757141113,67.0,125.0,1748443579919600.0
-12.830239295959473,-2.198438882827759,-0.655694305896759,8.0,48.0,1748443579946133.0
-0.5625081062316895,1.1130841970443726,-0.06576353311538696,27.0,46.0,1748443579967907.0
0.8461992144584656,-0.14144311845302582,-0.09973552078008652,20.0,10.0,1748443579903338.0
34.09858703613281,-23.23863410949707,1.086996078491211,56.0,92.0,1748443579907979.0
-55.840171813964844,-48.71504211425781,5.387688159942627,17.0,117.0,1748443579937989.0
1.0072052478790283,-14.7583646774292,0.8797180652618408,25.0,111.0,1748443579925205.0
7.188399314880371,5.404499053955078,-0.7984840869903564,17.0,26.0,1748443579990457.0
-24.9758358001709,-6.792899131774902,1.3594903945922852,54.0,107.0,1748443579947438.0
3.1972708702087402,4.753641128540039,-0.028850167989730835,65.0,74.0,1748443579985146.0
-1.978389859199524,-9.015159606933594,-0.27147191762924194,23.0,60.0,1748443579926902.0
-5.428016185760498,3.531623363494873,-0.6537196040153503,64.0,19.0,1748443579960846.0
-9.3970308303833,7.150152683258057,0.3722316324710846,46.0,95.0,1748443579961655.0
126.19998168945312,-28.32096290588379,1.6024713516235352,17.0,84.0,1748443579901977.0
-0.5411893129348755,-6.474609375,-0.5306519865989685,42.0,30.0,1748443579926668.0
3.2395756244659424,5.407141208648682,-0.3606947660446167,42.0,44.0,1748443579982072.0
-27.203418731689453,-13.389071464538574,1.433789849281311,38.0,104.0,1748443579941545.0
-1.7244058847427368,-5.765784740447998,-0.6073135733604431,64.0,19.0,1748443579931278.0
-26.0125732421875,-9.913777351379395,0.5873669385910034,38.0,89.0,1748443579943987.0
-15.829756736755371,0.5781388878822327,-0.5217552781105042,6.0,58.0,1748443579951305.0
17.920656204223633,4.574321746826172,-0.9322404861450195,46.0,48.0,1748443579994855.0
-27.104307174682617,-13.346179962158203,1.0065542459487915,27.0,96.0,1748443579941542.0
-27.044076919555664,5.96384859085083,0.004828453063964844,32.0,77.0,1748443579952868.0
-9.870588302612305,7.1650776863098145,0.4057880640029907,20.0,96.0,1748443579958827.0
-5.817565441131592,-2.35709285736084,-0.9170622229576111,23.0,7.0,1748443579945171.0
-12.644468307495117,7.152621746063232,0.7877548336982727,17.0,108.0,1748443579956662.0
-21.905838012695312,1.9632078409194946,-0.11117438226938248,53.0,74.0,1748443579952147.0
-9.384028434753418,0.7466496229171753,-0.7534348964691162,10.0,31.0,1748443579952569.0
-11.735610008239746,2.4536073207855225,-0.47829005122184753,38.0,54.0,1748443579953634.0
-5.003871440887451,7.577858924865723,0.5710898637771606,25.0,113.0,1748443579965499.0
4.3315629959106445,-14.802461624145508,1.1872285604476929,62.0,118.0,1748443579920819.0
0.908249020576477,0.5536532998085022,-0.0016257734969258308,23.0,76.0,1748443579989809.0
42.854942321777344,11.10897445678711,1.2435334920883179,25.0,93.0,1748443579995375.0
-4.4629011154174805,7.417058944702148,0.21235546469688416,23.0,91.0,1748443579968045.0
-3.2706634998321533,7.450424671173096,-0.1825791746377945,3.0,64.0,1748443579967252.0
15.088610649108887,-15.690999031066895,-0.11003555357456207,58.0,74.0,1748443579913528.0
-7.291978359222412,-6.055483341217041,-0.4439777731895447,38.0,50.0,1748443579939683.0
-3.9155735969543457,4.514560699462891,-0.7154679298400879,62.0,10.0,1748443579964343.0
-23.319595336914062,-0.5457015037536621,0.37004661560058594,64.0,86.0,1748443579949982.0
19.35282325744629,3.6185126304626465,-0.7861618399620056,46.0,54.0,1748443579997408.0
-3.7156286239624023,-7.397547721862793,-0.4164578914642334,6.0,48.0,1748443579931234.0
-1.1647729873657227,-11.228520393371582,-0.056991733610630035,58.0,74.0,1748443579927358.0
-23.9978084564209,-3.781527519226074,2.790400266647339,9.0,123.0,1748443579949170.0
-1.588802456855774,-5.74684476852417,-0.6121218800544739,61.0,18.0,1748443579930000.0
0.2066802978515625,7.3907928466796875,-0.011568909510970116,1.0,76.0,1748443579973920.0
-10.413975715637207,-6.136221885681152,-0.3979126214981079,23.0,58.0,1748443579942246.0
-24.54404067993164,-5.450484275817871,1.4524061679840088,20.0,110.0,1748443579946881.0
10.255648612976074,7.1180644035339355,0.04564985632896423,4.0,79.0,1748443579991645.0
0.9057044386863708,-14.3882474899292,0.8825259208679199,70.0,112.0,1748443579922819.0
0.8922489285469055,-0.5883258581161499,0.005626913625746965,32.0,80.0,1748443579908142.0
-9.138237953186035,-11.799995422363281,0.5227767825126648,2.0,97.0,1748443579935262.0
-3.04280424118042,-38.7735710144043,2.1796350479125977,46.0,109.0,1748443579925649.0
8.100855827331543,5.4163689613342285,-0.6095699667930603,10.0,41.0,1748443579990408.0
37.662384033203125,12.653072357177734,-0.47814667224884033,56.0,70.0,1748443579995195.0
31.065156936645508,-42.679935455322266,1.9346046447753906,32.0,98.0,1748443579915705.0
31.076759338378906,-26.622661590576172,1.3636811971664429,64.0,96.0,1748443579910095.0
1.3516583442687988,4.815694808959961,0.3442642092704773,1.0,116.0,1748443579977829.0
-5.759936332702637,7.422521114349365,-0.25999101996421814,20.0,61.0,1748443579963914.0
11.320271492004395,7.159389495849609,1.0307512283325195,38.0,118.0,1748443579991385.0
-4.14567756652832,7.445728302001953,-0.17642351984977722,63.0,65.0,1748443579966698.0
26.22542381286621,-7.32697868347168,-0.7075272798538208,20.0,62.0,1748443579904686.0
-27.68781280517578,-14.49085521697998,1.2048763036727905,23.0,99.0,1748443579943990.0
2.7758443355560303,-6.2610273361206055,-0.5834884643554688,49.0,28.0,1748443579916836.0
-60.293067932128906,-35.26091003417969,3.0605266094207764,32.0,102.0,1748443579941931.0
15.903641700744629,-3.6030967235565186,-0.8502350449562073,9.0,47.0,1748443579904845.0
7.736185073852539,7.111730575561523,-0.10608627647161484,56.0,71.0,1748443579989474.0
14.791632652282715,7.119504928588867,-0.5121193528175354,38.0,59.0,1748443579994526.0
-2.628289222717285,-33.60127258300781,1.5350637435913086,46.0,103.0,1748443579927535.0
-5.779284954071045,6.050891399383545,-0.5962632298469543,42.0,36.0,1748443579961349.0
-5.641554832458496,-7.438356399536133,-0.3884473443031311,6.0,53.0,1748443579934736.0
3.479789972305298,7.110655307769775,0.4423665404319763,10.0,109.0,1748443579981660.0
-18.25067901611328,3.1620612144470215,-0.22272565960884094,20.0,70.0,1748443579953086.0
131.1605682373047,-22.984277725219727,2.8119282722473145,38.0,89.0,1748443579902540.0
-5.2913923263549805,-10.118233680725098,-0.11529796570539474,10.0,71.0,1748443579933965.0
-0.5451796650886536,1.8083930015563965,-0.022399013862013817,6.0,70.0,1748443579970696.0
-6.7686381340026855,7.425243854522705,0.17662166059017181,23.0,87.0,1748443579964539.0
-26.103300094604492,-10.232980728149414,1.3257532119750977,53.0,104.0,1748443579942879.0
15.372757911682129,7.137400150299072,1.0081961154937744,10.0,111.0,1748443579994382.0
-13.947397232055664,-0.8860206604003906,-0.6064925193786621,8.0,52.0,1748443579947464.0
-13.088624954223633,-13.251996994018555,0.32786059379577637,7.0,87.0,1748443579938698.0
0.9344933032989502,-0.5045294761657715,-0.05939842015504837,4.0,44.0,1748443579906400.0
-5.587371349334717,1.2886673212051392,-0.7166833281517029,60.0,9.0,1748443579953400.0
-2.5582847595214844,-9.035564422607422,-0.24351316690444946,20.0,62.0,1748443579929736.0
0.4119380712509155,-0.3088570237159729,-0.11740141361951828,1.0,3.0,1748443579911833.0
-8.523762702941895,-12.207098007202148,0.10633502155542374,38.0,81.0,1748443579934477.0
16.483673095703125,7.168675899505615,-0.37278422713279724,8.0,65.0,1748443579993253.0
14.166244506835938,7.105781555175781,0.8041532039642334,9.0,106.0,1748443579993328.0
-7.737444877624512,-3.533557415008545,-0.6210451126098633,56.0,35.0,1748443579944848.0
-3.7945773601531982,-4.486312389373779,-0.6662008762359619,61.0,12.0,1748443579934667.0
6.989558219909668,7.14431095123291,1.0404179096221924,10.0,122.0,1748443579988056.0
24.22624969482422,-19.296451568603516,0.6535684466362,53.0,89.0,1748443579910482.0
15.339466094970703,7.0664825439453125,-0.8216414451599121,6.0,49.0,1748443579992911.0
-13.4143705368042,-5.829455852508545,-0.2777349352836609,27.0,66.0,1748443579944196.0
-4.95337438583374,7.592278003692627,0.3961144983768463,25.0,102.0,1748443579966159.0
3.4424357414245605,7.1366071701049805,-0.6337975859642029,1.0,31.0,1748443579983456.0
0.8177508115768433,-0.09765448421239853,-0.09056256711483002,64.0,12.0,1748443580000451.0
-2.916374921798706,-2.993771553039551,-1.002608060836792,61.0,3.0,1748443579938944.0
-0.5404083728790283,1.2816681861877441,-0.08784885704517365,9.0,40.0,1748443579967520.0
0.040047142654657364,-26.071334838867188,1.8028119802474976,49.0,116.0,1748443579923429.0
42.87236785888672,-31.362640380859375,1.770469069480896,42.0,96.0,1748443579908873.0
-19.575695037841797,-2.26518177986145,-0.3056856095790863,25.0,68.0,1748443579946636.0
-3.7960915565490723,-4.6591477394104,-0.6381344795227051,42.0,16.0,1748443579934726.0
0.4164200723171234,0.13286268711090088,-0.09861718118190765,1.0,3.0,1748443579996673.0
-9.667471885681152,-11.535459518432617,0.7373223900794983,1.0,105.0,1748443579935876.0
-7.121904373168945,-2.8636035919189453,-0.8564187288284302,10.0,13.0,1748443579943338.0
5.933043956756592,-7.777707099914551,-0.4753156900405884,4.0,49.0,1748443579914403.0
-23.68707847595215,-1.9576901197433472,0.9991087913513184,23.0,101.0,1748443579948101.0
-5.097097396850586,3.2544546127319336,-0.6633908152580261,61.0,14.0,1748443579959398.0
9.737972259521484,7.160367012023926,1.5682590007781982,53.0,124.0,1748443579988387.0
-62.496368408203125,-40.64917755126953,2.615462303161621,2.0,97.0,1748443579940597.0
2.8036346435546875,-6.422072887420654,-0.5467777252197266,46.0,32.0,1748443579917284.0
-2.2334914207458496,-4.792686939239502,-0.6605949997901917,64.0,9.0,1748443579931722.0
-0.5402651429176331,1.9917997121810913,-0.024506445974111557,62.0,70.0,1748443579971139.0
-0.45534172654151917,5.028448104858398,-0.31496015191078186,92.0,41.0,1748443579973352.0
-3.4966299533843994,5.784640789031982,-0.6824711561203003,64.0,19.0,1748443579968012.0
-0.5723158717155457,1.2302372455596924,0.3565715551376343,8.0,127.0,1748443579969333.0
-8.838265419006348,-13.465592384338379,0.929874837398529,2.0,110.0,1748443579934597.0
0.9492434859275818,-0.555397629737854,-0.09163624793291092,6.0,28.0,1748443579906950.0
-2.029453754425049,-4.132176876068115,-0.7450417280197144,58.0,6.0,1748443579932608.0
-3.0205612182617188,-6.724733352661133,-0.4993108808994293,38.0,38.0,1748443579932060.0
-45.70392990112305,-49.499576568603516,4.6618971824646,27.0,116.0,1748443579935321.0
-35.82086944580078,9.845232963562012,1.8219804763793945,9.0,105.0,1748443579954052.0
5.867365837097168,5.403603553771973,-0.44295206665992737,7.0,45.0,1748443579987573.0
-5.3779616355896,-13.345712661743164,0.07769469916820526,32.0,80.0,1748443579929916.0
12.075078964233398,7.180429458618164,2.223034143447876,17.0,125.0,1748443579990888.0
0.7569455504417419,-13.349233627319336,0.4682368338108063,3.0,97.0,1748443579923870.0
-0.9328794479370117,-16.844791412353516,0.3263203799724579,10.0,88.0,1748443579924698.0
0.3883855938911438,-0.3143622577190399,-0.1355554759502411,1.0,2.0,1748443579909834.0
-9.110183715820312,-2.419206142425537,-0.7874419689178467,7.0,29.0,1748443579945288.0
0.794778048992157,0.05755686014890671,0.05317622050642967,92.0,116.0,1748443579997383.0
-3.4446158409118652,-4.9564995765686035,-0.6303035020828247,46.0,17.0,1748443579934448.0
-11.58980941772461,7.18013858795166,0.5250245332717896,32.0,99.0,1748443579960494.0
-24.4510440826416,-5.1617751121521,1.0941869020462036,27.0,102.0,1748443579947045.0
-8.017394065856934,-3.658313751220703,-0.5356941223144531,23.0,42.0,1748443579943906.0
0.22483861446380615,-5.414157390594482,-0.6141273975372314,64.0,12.0,1748443579922831.0
13.05293083190918,7.152430534362793,0.85914546251297,23.0,110.0,1748443579992382.0
-2.115018367767334,7.215677261352539,-0.6671777963638306,1.0,26.0,1748443579971179.0
1.2889634370803833,1.6406949758529663,-0.2267909198999405,92.0,14.0,1748443579985952.0
0.2611611485481262,-5.898821830749512,-0.5854575634002686,56.0,20.0,1748443579922777.0
-2.134291887283325,-0.7494099736213684,-1.0437031984329224,10.0,0.0,1748443579944505.0
-25.448923110961914,-11.414504051208496,0.3452897071838379,10.0,84.0,1748443579941753.0
-5.572542667388916,-2.995029926300049,-0.9243231415748596,17.0,7.0,1748443579943447.0
-6.395074844360352,-11.853494644165039,0.07271704077720642,17.0,80.0,1748443579931695.0
-7.237149715423584,-4.214069843292236,-0.5674912929534912,32.0,38.0,1748443579941955.0
-1.298405408859253,-12.918015480041504,0.13792289793491364,27.0,83.0,1748443579928251.0
29.313573837280273,-6.992311000823975,-0.4151465594768524,56.0,69.0,1748443579903135.0
0.8012815713882446,0.14118853211402893,-0.08943053334951401,23.0,12.0,1748443579995784.0
-27.586219787597656,3.7212228775024414,1.1217211484909058,63.0,100.0,1748443579950600.0
-5.954543113708496,7.43329381942749,-0.2967449724674225,23.0,59.0,1748443579965917.0
-26.411548614501953,-11.228727340698242,1.4072365760803223,56.0,105.0,1748443579943380.0
-0.5450858473777771,2.064849615097046,0.11447401344776154,6.0,108.0,1748443579969382.0
-0.43264737725257874,7.129662036895752,-0.12293225526809692,74.0,67.0,1748443579975698.0
-5.264604568481445,7.407805919647217,2.4324662685394287,58.0,127.0,1748443579966445.0
8.364452362060547,7.128171920776367,0.557170569896698,32.0,106.0,1748443579989496.0
-4.458401679992676,5.998495101928711,-0.6107812523841858,32.0,30.0,1748443579965180.0
-23.94346046447754,-5.100227355957031,0.9436172842979431,255.0,99.0,1748443579948325.0
0.6138922572135925,-5.98588752746582,-0.5650163292884827,64.0,23.0,1748443579924666.0
-4.246580123901367,-36.32990646362305,5.795236587524414,53.0,125.0,1748443579926267.0
-3.8205389976501465,-17.574432373046875,0.5674282312393188,2.0,95.0,1748443579929697.0
