timestamp,c0,c1,c00,c01,c10,c11,c20,c21,c30,raw_pressure,raw_temperature,scale_pressure,scale_temperature,pressure,temperature
1760456486052503,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486062434,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486072521,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486082493,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486092643,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486102371,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486112688,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486122389,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486133193,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486142435,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486152484,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486162451,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486172430,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.349575733575293
1760456486182350,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328983,1040384,1040384,94212.54629619018,17.351828747846938
1760456486192418,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486202435,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486212397,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486222405,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486232356,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486242408,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486252457,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486262653,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486272458,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486282467,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379162,328975,1040384,1040384,94212.5694542275,17.351828747846938
1760456486292406,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486302415,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486312363,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486322380,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486332430,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486342414,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486352497,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486362502,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486372625,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486382443,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328975,1040384,1040384,94212.48791123652,17.351828747846938
1760456486392376,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486402529,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486412487,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486422480,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486432413,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486442413,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486452542,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486462463,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486472540,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486482559,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486492423,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486502397,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486512385,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486522379,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486532360,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486542381,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486552569,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486562545,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486572435,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486582411,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486592370,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328969,1040384,1040384,94212.50527975119,17.35351850855068
1760456486602358,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486612365,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486622377,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486632401,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486642457,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486652561,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486662463,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486672485,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486682981,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486692392,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328978,1040384,1040384,94212.47922697918,17.35098386749509
1760456486702398,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486712424,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486724355,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486732423,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486742806,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486752553,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486762572,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486772474,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486782588,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486792427,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.35098386749509
1760456486802392,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328978,1040384,1040384,94212.43845546915,17.354926642470474
1760456486812384,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486822427,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486832350,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486842433,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486852481,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486862439,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486872419,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486882467,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486892485,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486902415,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379159,328964,1040384,1040384,94212.47898198785,17.354926642470474
1760456486912428,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456486922431,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456486932391,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456486942463,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456486952568,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456486962443,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456486972411,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456486982466,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456486992465,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456487002453,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328964,1040384,1040384,94212.5197535134,17.354926642470474
1760456487012432,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487022387,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487032444,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487042414,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487052442,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487062356,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487072417,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487082491,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487092472,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487102416,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487112438,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379160,328947,1040384,1040384,94212.56896430498,17.359714297797723
1760456487122426,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487132424,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487142419,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487152398,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487162355,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487172392,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487182372,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487192326,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487202361,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487212369,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328947,1040384,1040384,94212.32433486,17.359714297797723
1760456487222450,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487232336,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487242727,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487252414,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487262439,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487272687,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487282371,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487292407,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487302389,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487312357,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379154,328969,1040384,1040384,94212.26065045268,17.35351850855068
1760456487322429,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487333018,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487342452,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487352461,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487363247,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487372536,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487382844,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487392941,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487402522,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487412371,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487422358,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487432390,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487442493,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487452540,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487462559,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487472521,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487482399,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487492398,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487502402,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487512407,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487522396,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379142,328969,1040384,1040384,94211.77139057046,17.35351850855068
1760456487532413,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487542433,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487552548,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487562566,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487572543,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487582374,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487592408,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487602387,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487612489,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487622432,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328969,1040384,1040384,94211.81216229276,17.35351850855068
1760456487632386,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328979,1040384,1040384,94211.78321495696,17.350702240711115
1760456487642539,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328979,1040384,1040384,94211.78321495696,17.350702240711115
1760456487652566,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328979,1040384,1040384,94211.78321495696,17.350702240711115
1760456487662557,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328979,1040384,1040384,94211.78321495696,17.350702240711115
1760456487672507,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328979,1040384,1040384,94211.78321495696,17.350702240711115
1760456487683203,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328979,1040384,1040384,94211.78321495696,17.350702240711115
1760456487692542,220,-293,78668,-2565,-47847,1250,-7393,67,-852,-379143,328979,1040384,1040384,94211.78321495696,17.350702240711115
