timestamp,lx,ly,lz,ax,ay,az
1760456488209496,1.454545497894287,0,0,0,0,0.3519061580300331
1760456488223097,1.454545497894287,0,0,0,0,0.34017596393823624
1760456488243076,1.454545497894287,0,0,0,0,0.3519061580300331
1760456488266586,1.454545497894287,0,0,0,0,0.3519061580300331
1760456488287982,1.466275691986084,0,0,0,0,0.3519061580300331
1760456488303563,1.466275691986084,0,0,0,0,0.3519061580300331
1760456488324089,1.4780058860778809,0,0,0,0,0.3519061580300331
1760456488343126,1.4780058860778809,0,0,0,0,0.3519061580300331
1760456488363073,1.5,0,0,0,0,0.3519061580300331
1760456488384614,1.5,0,0,0,0,0.3519061580300331
1760456488405394,1.5,0,0,0,0,0.3636363744735718
1760456488423460,1.5,0,0,0,0,0.3519061580300331
1760456488443175,1.5,0,0,0,0,0.3519061580300331
1760456488463960,1.4780058860778809,0,0,0,0,0.3519061580300331
1760456488484894,1.4780058860778809,0,0,0,0,0.3519061580300331
1760456488504353,1.5,0,0,0,0,0.3519061580300331
1760456488523746,1.5,0,0,0,0,0.3519061580300331
1760456488546080,1.5,0,0,0,0,0.3519061580300331
1760456488569229,1.5,0,0,0,0,0.3519061580300331
1760456488587083,1.5,0,0,0,0,0.32844574749469757
1760456488605849,1.5,0,0,0,0,0
1760456488623278,1.5,0,0,0,0,0
1760456488642934,1.5,0,0,0,0,0
1760456488664277,1.5,0,0,0,0,0
1760456488685496,1.5,0,0,0,0,0
1760456488703055,1.5,0,0,0,0,0
1760456488723199,1.5,0,0,0,0,0
1760456488745921,1.5,0,0,0,0,0
1760456488763249,1.5,0,0,0,0,0
1760456488783614,1.5,0,0,0,0,0
1760456488803024,1.5,0,0,0,0,0
1760456488823714,1.5,0,0,0,0,0
1760456488843868,1.5,0,0,0,0,0
1760456488864283,1.5,0,0,0,0,0
1760456488883350,1.5,0,0,0,0,0
1760456488903110,1.5,0,0,0,0,0
1760456488923095,1.5,0,0,0,0,0
1760456488943107,1.5,0,0,0,0,0
1760456488962933,1.5,0,0,0,0,0
1760456488983129,1.5,0,0,0,0,0
1760456489003091,1.5,0,0,0,0,0
1760456489023042,1.5,0,0,0,0,0
1760456489043423,1.5,0,0,0,0,0
1760456489063012,1.5,0,0,0,0,0
1760456489083580,1.5,0,0,0,0,0
1760456489102944,1.5,0,0,0,0,0
1760456489124404,1.5,0,0,0,0,0
1760456489143327,1.5,0,0,0,0,0
1760456489164931,1.5,0,0,0,0,0
1760456489183860,1.5,0,0,0,0,0
1760456489206823,1.5,0,0,0,0,0
1760456489225297,1.5,0,0,0,0,0
1760456489246836,1.5,0,0,0,0,0
1760456489266768,1.5,0,0,0,0,0
1760456489283260,1.5,0,0,0,0,0
1760456489306469,1.5,0,0,0,0,0
1760456489323035,1.5,0,0,0,0,0
1760456489343164,1.5,0,0,0,0,0
1760456489365968,1.5,0,0,0,0,0
1760456489386863,1.5,0,0,0,0,0
1760456489408127,1.5,0,0,0,0,0
1760456489424736,1.5,0,0,0,0,0
1760456489443799,1.5,0,0,0,0,0
1760456489465726,1.5,0,0,0,0,0
1760456489488400,1.5,0,0,0,0,0
1760456489504430,1.5,0,0,0,0,0
1760456489524616,1.5,0,0,0,0,0
1760456489543627,1.5,0,0,0,0,0
1760456489563636,1.5,0,0,0,0,0
1760456489583485,1.5,0,0,0,0,0
1760456489604663,1.5,0,0,0,0,0
1760456489624372,1.5,0,0,0,0,0
1760456489643162,1.5,0,0,0,0,0
1760456489667912,1.5,0,0,0,0,0
1760456489686184,1.5,0,0,0,0,0
1760456489703872,1.5,0,0,0,0,0
1760456489723743,1.5,0,0,0,0,0
1760456489745871,1.5,0,0,0,0,0
1760456489763848,1.5,0,0,0,0,0
1760456489783705,1.5,0,0,0,0,0
1760456489804060,1.5,0,0,0,0,0
1760456489823522,1.5,0,0,0,0,0
1760456489844581,1.5,0,0,0,0,0
1760456489864062,1.5,0,0,0,0,0
1760456489883620,1.5,0,0,0,0,0
1760456489903200,1.5,0,0,0,0,0
1760456489922954,1.5,0,0,0,0,0
1760456489943069,1.5,0,0,0,0,0
1760456489962971,1.5,0,0,0,0,0
1760456489984587,1.5,0,0,0,0,0
1760456490003105,1.5,0,0,0,0,0
1760456490024319,1.5,0,0,0,0,0
1760456490043124,1.5,0,0,0,0,0
1760456490063096,1.5,0,0,0,0,0
1760456490083309,1.5,0,0,0,0,0
1760456490103863,1.5,0,0,0,0,0
1760456490126427,1.5,0,0,0,0,0
1760456490143298,1.5,0,0,0,0,0
1760456490163715,1.5,0,0,0,0,0
1760456490185982,1.5,0,0,0,0,0
1760456490204797,1.5,0,0,0,0,0
1760456490223827,1.5,0,0,0,0,0
1760456490243942,1.5,0,0,0,0,0
1760456490264656,1.5,0,0,0,0,0
1760456490285625,1.5,0,0,0,0,0
1760456490312937,1.5,0,0,0,0,0
1760456490324329,1.5,0,0,0,0,0
1760456490344550,1.5,0,0,0,0,0
1760456490367519,1.5,0,0,0,0,0
1760456490387039,1.5,0,0,0,0,0
1760456490406655,1.5,0,0,0,0,0
1760456490426541,1.5,0,0,0,0,0
1760456490445434,1.5,0,0,0,0,0
1760456490464007,1.5,0,0,0,0,0
1760456490484002,1.5,0,0,0,0,0
1760456490505520,1.5,0,0,0,0,0
1760456490524681,1.5,0,0,0,0,0
1760456490546936,1.5,0,0,0,0,0
1760456490563306,1.5,0,0,0,0,0
1760456490583646,1.5,0,0,0,0,0
1760456490603349,1.5,0,0,0,0,0
1760456490624077,1.5,0,0,0,0,0
1760456490644436,1.5,0,0,0,0,0
1760456490663147,1.5,0,0,0,0,0
1760456490683765,1.5,0,0,0,0,0
1760456490704402,1.5,0,0,0,0,0
1760456490724514,1.5,0,0,0,0,0
1760456490743370,1.5,0,0,0,0,0
1760456490763107,1.5,0,0,0,0,0
1760456490784068,1.5,0,0,0,0,0
1760456490803224,1.466275691986084,0,0,0,0,0
1760456490823359,1.466275691986084,0,0,0,0,0
1760456490843489,1.3137829899787903,0,0,0,0,0
1760456490863291,1.3137829899787903,0,0,0,0,0
1760456490883392,1.2785924077033997,0,0,0,0,0
1760456490903219,1.2785924077033997,0,0,0,0,0
1760456490923231,1.2903226017951965,0,0,0,0,0
1760456490943116,1.3020527958869934,0,0,0,0,0
1760456490963260,1.3020527958869934,0,0,0,0,0
1760456490984991,1.3255131840705872,0,0,0,0,0
1760456491004037,1.3255131840705872,0,0,0,0,0
1760456491023164,1.3841642439365387,0,0,0,0,0
1760456491043481,1.3841642439365387,0,0,0,0,0
1760456491063238,1.4193548262119293,0,0,0,0,0
1760456491083253,1.4193548262119293,0,0,0,0,0
1760456491103348,1.4780058860778809,0,0,0,0,0
1760456491125411,1.5,0,0,0,0,0
1760456491143597,1.5,0,0,0,0,0
1760456491163535,1.5,0,0,0,0,0
1760456491184789,1.5,0,0,0,0,0
1760456491206383,1.5,0,0,0,0,0
1760456491224999,1.5,0,0,0,0,0
1760456491243236,1.5,0,0,0,0,0
1760456491263859,1.5,0,0,0,0,0
1760456491284615,1.5,0,0,0,0,0
1760456491303449,1.5,0,0,0,0,0
1760456491324355,1.5,0,0,0,0,0
1760456491343642,1.5,0,0,0,0,0
1760456491363559,1.5,0,0,0,0,0
1760456491383809,1.5,0,0,0,0,0
1760456491408139,1.5,0,0,0,0,0
1760456491428800,1.5,0,0,0,0,0
1760456491443708,1.5,0,0,0,0,0
1760456491466833,1.5,0,0,0,0,0
1760456491486232,1.5,0,0,0,0,0
1760456491504063,1.5,0,0,0,0,0
1760456491524101,1.5,0,0,0,0,0
1760456491546739,1.5,0,0,0,0,0
1760456491567278,1.5,0,0,0,0,0
1760456491583689,1.5,0,0,0,0,0
1760456491604609,1.5,0,0,0,0,0
1760456491626289,1.5,0,0,0,0,0
1760456491643444,1.5,0,0,0,0,0
1760456491664181,1.5,0,0,0,0,0
1760456491683205,1.5,0,0,0,0,0
1760456491704081,1.5,0,0,0,0,0
1760456491724812,1.5,0,0,0,0,0
1760456491743600,1.5,0,0,0,0,0
1760456491763863,1.5,0,0,0,0,0
1760456491784075,1.5,0,0,0,0,0
1760456491803884,1.5,0,0,0,0,0
1760456491823488,1.5,0,0,0,0,0
1760456491844096,1.5,0,0,0,0,0
1760456491863596,1.5,0,0,0,0,0
1760456491883273,1.5,0,0,0,0,0
1760456491904212,1.5,0,0,0,0,0
1760456491923256,1.5,0,0,0,0,0
1760456491943250,1.5,0,0,0,0,0
1760456491963128,1.5,0,0,0,0,0
1760456491983248,1.5,0,0,0,0,0
1760456492003939,1.5,0,0,0,0,0
1760456492023830,1.5,0,0,0,0,0
1760456492045289,1.5,0,0,0,0,0
1760456492066063,1.5,0,0,0,0,0
1760456492084009,1.5,0,0,0,0,0
1760456492104253,1.5,0,0,0,0,0
1760456492125306,1.5,0,0,0,0,0
1760456492144573,1.5,0,0,0,0,0
1760456492166542,1.5,0,0,0,0,0
1760456492183280,1.5,0,0,0,0,0
1760456492204285,1.5,0,0,0,0,0
1760456492224525,1.5,0,0,0,0,0
1760456492243546,1.5,0,0,0,0,0
1760456492264621,1.5,0,0,0,0,0
1760456492283369,1.5,0,0,0,0,0
1760456492309780,1.5,0,0,0,0,0
1760456492327570,1.5,0,0,0,0,0
1760456492343574,1.5,0,0,0,0,0
1760456492364243,1.5,0,0,0,0,0
1760456492384661,1.5,0,0,0,0,0
1760456492404707,1.5,0,0,0,0,0
1760456492425625,1.5,0,0,0,0,0
1760456492446511,1.5,0,0,0,0,0
1760456492464066,1.5,0,0,0,0,0
1760456492487324,1.5,0,0,0,0,0
1760456492503656,1.5,0,0,0,0,0
1760456492524580,1.5,0,0,0,0,0
1760456492543931,1.5,0,0,0,0,0
1760456492565557,1.5,0,0,0,0,0
1760456492584457,1.5,0,0,0,0,0
1760456492604082,1.5,0,0,0,0,0
1760456492625351,1.5,0,0,0,0,0
1760456492645986,1.5,0,0,0,0,0
1760456492664121,1.5,0,0,0,0,0
1760456492684585,1.5,0,0,0,0,0
1760456492703473,1.5,0,0,0,0,0
1760456492723532,1.5,0,0,0,0,0
1760456492744151,1.5,0,0,0,0,0
1760456492763545,1.5,0,0,0,0,0
1760456492783729,1.5,0,0,0,0,0
1760456492803613,1.5,0,0,0,0,0
1760456492823349,1.5,0,0,0,0,0
1760456492843410,1.5,0,0,0,0,0
1760456492863354,1.5,0,0,0,0,0
1760456492884520,1.5,0,0,0,0,0
1760456492903282,1.5,0,0,0,0,0
1760456492923149,1.5,0,0,0,0,0
1760456492943100,1.5,0,0,0,0,0
1760456492966169,1.466275691986084,0,0,0,0,0
1760456492986388,1.466275691986084,0,0,0,0,0
1760456493003381,1.4780058860778809,0,0,0,0,0
1760456493023342,1.4780058860778809,0,0,0,0,0
1760456493043379,1.4780058860778809,0,0,0,0,0
1760456493063396,1.4780058860778809,0,0,0,0,0
1760456493083451,1.4780058860778809,0,0,0,0,0
1760456493105838,1.4780058860778809,0,0,0,0,0
1760456493123845,1.4780058860778809,0,0,0,0,0
1760456493144304,1.4780058860778809,0,0,0,0,0
1760456493163616,1.4780058860778809,0,0,0,0,0
1760456493189096,1.4780058860778809,0,0,0,0,0
1760456493204162,1.4780058860778809,0,0,0,0,0
1760456493224007,1.4780058860778809,0,0,0,0,0
1760456493246019,1.4780058860778809,0,0,0,0,0
1760456493263659,1.466275691986084,0,0,0,0,0
1760456493285471,1.466275691986084,0,0,0,0,0
1760456493304695,1.466275691986084,0,0,0,0,0
1760456493324160,1.466275691986084,0,0,0,0,0
1760456493344015,1.466275691986084,0,0,0,0,0
1760456493364421,1.466275691986084,0,0,0,0,0
1760456493390096,1.466275691986084,0,0,0,0,0
1760456493406621,1.454545497894287,0,0,0,0,0
1760456493425227,1.454545497894287,0,0,0,0,0
1760456493447899,1.454545497894287,0,0,0,0,0
1760456493464788,1.454545497894287,0,0,0,0,0
1760456493486271,1.454545497894287,0,0,0,0,0
1760456493504854,1.4310850203037262,0,0,0,0,0
1760456493531004,1.4310850203037262,0,0,0,0,0
1760456493544869,1.4310850203037262,0,0,0,0,0
1760456493563682,1.4310850203037262,0,0,0,0,0
1760456493583365,1.442815214395523,0,0,0,0,0
1760456493604570,1.442815214395523,0,0,0,0,0
1760456493626022,1.454545497894287,0,0,0,0,0
1760456493644846,1.454545497894287,0,0,0,0,0
1760456493664061,1.454545497894287,0,0,0,0,0
1760456493683363,1.466275691986084,0,0,0,0,0
1760456493706260,1.466275691986084,0,0,0,0,0
1760456493723428,1.466275691986084,0,0,0,0,0
1760456493743548,1.466275691986084,0,0,0,0,0
1760456493763535,1.5,0,0,0,0,0
1760456493783430,1.5,0,0,0,0,0
1760456493803514,1.5,0,0,0,0,0
1760456493823533,1.5,0,0,0,0,0
1760456493843865,1.5,0,0,0,0,0
1760456493863408,1.5,0,0,0,0,0
1760456493883287,1.5,0,0,0,0,0
1760456493903260,1.5,0,0,0,0,0
1760456493923190,1.5,0,0,0,0,0
1760456493943321,1.5,0,0,0,0,0
1760456493963268,1.5,0,0,0,0,0
1760456493983347,1.5,0,0,0,0,0
1760456494003282,1.5,0,0,0,0,0
1760456494023310,1.5,0,0,0,0,0
1760456494043463,1.5,0,0,0,0,0
1760456494065145,1.5,0,0,0,0,0
1760456494083538,1.5,0,0,0,0,0
1760456494103495,1.5,0,0,0,0,0
1760456494123379,1.5,0,0,0,0,0
1760456494147226,1.5,0,0,0,0,0
1760456494170588,1.5,0,0,0,0,0
1760456494183552,1.5,0,0,0,0,0
1760456494205401,1.5,0,0,0,0,0
1760456494223740,1.5,0,0,0,0,0
1760456494244950,1.5,0,0,0,0,0
1760456494265133,1.5,0,0,0,0,0
1760456494290812,1.5,0,0,0,0,0
1760456494305754,1.5,0,0,0,0,0
1760456494325175,1.5,0,0,0,0,0
1760456494344994,1.5,0,0,0,0,0
1760456494364186,1.5,0,0,0,0,0
1760456494383541,1.5,0,0,0,0,0
1760456494408548,1.5,0,0,0,0,0
1760456494424816,1.5,0,0,0,0,0
1760456494449284,1.5,0,0,0,0,0
1760456494463523,1.5,0,0,0,0,0
1760456494485649,1.5,0,0,0,0,0
1760456494503814,1.5,0,0,0,0,0
1760456494524365,1.5,0,0,0,0,0
1760456494545218,1.5,0,0,0,0,0
1760456494564543,1.5,0,0,0,0,0
1760456494584133,1.5,0,0,0,0,0
1760456494604551,1.5,0,0,0,0,0
1760456494623508,1.5,0,0,0,0,0
1760456494644623,1.5,0,0,0,0,0
1760456494668846,1.5,0,0,0,0,0
1760456494685119,1.5,0,0,0,0,0
1760456494703936,1.5,0,0,0,0,0
1760456494723394,1.5,0,0,0,0,0
1760456494743617,1.5,0,0,0,0,0
1760456494763565,1.5,0,0,0,0,0
1760456494784130,1.5,0,0,0,0,0
1760456494803530,1.5,0,0,0,0,0
1760456494823401,1.5,0,0,0,0,0
1760456494845858,1.5,0,0,0,0,0
1760456494864303,1.5,0,0,0,0,0
1760456494884055,1.5,0,0,0,0,0
1760456494903566,1.5,0,0,0,0,0
1760456494923395,1.5,0,0,0,0,0
1760456494943297,1.5,0,0,0,0,0
1760456494963342,1.5,0,0,0,0,0
1760456494983359,1.5,0,0,0,0,0
1760456495003293,1.5,0,0,0,0,0
1760456495023324,1.5,0,0,0,0,0
1760456495043304,1.5,0,0,0,0,0
1760456495083412,1.5,0,0,0,0,0
1760456495083440,1.5,0,0,0,0,0
1760456495103314,1.5,0,0,0,0,0
1760456495124173,1.5,0,0,0,0,0
1760456495148488,1.5,0,0,0,0,0
1760456495164499,1.5,0,0,0,0,0
1760456495183772,1.5,0,0,0,0,0
1760456495204081,1.5,0,0,0,0,0
1760456495224187,1.5,0,0,0,0,0
1760456495245337,1.5,0,0,0,0,0
1760456495264016,1.5,0,0,0,0,0
1760456495285686,1.5,0,0,0,0,0
1760456495304893,1.5,0,0,0,0,0
1760456495324725,1.5,0,0,0,0,0
1760456495343687,1.5,0,0,0,0,0
1760456495364645,1.5,0,0,0,0,0
1760456495388250,1.5,0,0,0,0,0
1760456495403830,1.5,0,0,0,0,0
1760456495425029,1.5,0,0,0,0,0
1760456495443590,1.5,0,0,0,0,0
1760456495464636,1.5,0,0,0,0,0
1760456495485037,1.5,0,0,0,0,0
1760456495503497,1.5,0,0,0,0,0
1760456495525744,1.5,0,0,0,0,0
1760456495544051,1.5,0,0,0,0,0
1760456495565720,1.5,0,0,0,0,0
1760456495585283,1.5,0,0,0,0,0
1760456495608259,1.5,0,0,0,0,0
1760456495624546,1.5,0,0,0,0,0
1760456495645482,1.5,0,0,0,0,0
1760456495664276,1.5,0,0,0,0,0
1760456495684553,1.5,0,0,0,0,0
1760456495703927,1.5,0,0,0,0,0
1760456495724701,1.5,0,0,0,0,0
1760456495744147,1.5,0,0,0,0,0
1760456495764286,1.5,0,0,0,0,0
1760456495783935,1.5,0,0,0,0,0
1760456495804500,1.5,0,0,0,0,0
1760456495824146,1.5,0,0,0,0,0
1760456495843801,1.5,0,0,0,0,0
1760456495863453,1.5,0,0,0,0,0
1760456495883936,1.5,0,0,0,0,0
1760456495903545,1.5,0,0,0,0,0
1760456495923769,1.5,0,0,0,0,0
1760456495946591,1.5,0,0,0,0,0
1760456495963264,1.5,0,0,0,0,0
1760456495983241,1.5,0,0,0,0,0
1760456496004307,1.5,0,0,0,0,0
1760456496023496,1.5,0,0,0,0,0
1760456496043654,1.5,0,0,0,0,0
1760456496063426,1.5,0,0,0,0,0
1760456496084111,1.5,0,0,0,0,0
1760456496104971,1.5,0,0,0,0,0
1760456496125027,1.5,0,0,0,0,0
1760456496148601,1.5,0,0,0,0,0
1760456496167494,1.5,0,0,0,0,0
1760456496184943,1.5,0,0,0,0,0
1760456496207365,1.5,0,0,0,0,0
1760456496223420,1.5,0,0,0,0,0
1760456496243626,1.5,0,0,0,0,0.199413500726223
1760456496266635,1.5,0,0,0,0,0.199413500726223
1760456496284374,1.5,0,0,0,0,0.2697947323322296
1760456496304998,1.5,0,0,0,0,0.2697947323322296
1760456496323940,1.5,0,0,0,0,0.34017596393823624
1760456496344849,1.5,0,0,0,0,0.34017596393823624
1760456496364509,1.466275691986084,0,0,0,0,0.44574782252311707
1760456496385304,1.442815214395523,0,0,0,0,0.5395894646644592
1760456496405600,1.442815214395523,0,0,0,0,0.5395894646644592
1760456496423791,1.4310850203037262,0,0,0,0,0.563049852848053
1760456496444679,1.4310850203037262,0,0,0,0,0.563049852848053
1760456496464059,1.4193548262119293,0,0,0,0,0.563049852848053
1760456496486247,1.4193548262119293,0,0,0,0,0.563049852848053
1760456496503551,1.4193548262119293,0,0,0,0,0.5982404798269272
1760456496526305,1.4193548262119293,0,0,0,0,0.5982404798269272
1760456496544242,1.4310850203037262,0,0,0,0,0.6217008680105209
1760456496568154,1.4310850203037262,0,0,0,0,0.6334311068058014
1760456496583801,1.4310850203037262,0,0,0,0,0.6334311068058014
1760456496603615,1.4193548262119293,0,0,0,0,0.6334311068058014
1760456496626052,1.4193548262119293,0,0,0,0,0.6334311068058014
1760456496646099,1.4193548262119293,0,0,0,0,0.6451613008975983
1760456496665347,1.4193548262119293,0,0,0,0,0.6451613008975983
1760456496683608,1.4076246321201324,0,0,0,0,0.668621689081192
1760456496703933,1.4076246321201324,0,0,0,0,0.668621689081192
1760456496730090,1.4076246321201324,0,0,0,0,0.6803519278764725
1760456496743689,1.4076246321201324,0,0,0,0,0.668621689081192
1760456496763411,1.4076246321201324,0,0,0,0,0.668621689081192
1760456496783707,1.4193548262119293,0,0,0,0,0.6803519278764725
1760456496803589,1.4193548262119293,0,0,0,0,0.6803519278764725
1760456496823858,1.4310850203037262,0,0,0,0,0.668621689081192
1760456496844116,1.4310850203037262,0,0,0,0,0.668621689081192
1760456496863593,1.454545497894287,0,0,0,0,0.6568914949893951
1760456496883884,1.454545497894287,0,0,0,0,0.6568914949893951
1760456496903838,1.454545497894287,0,0,0,0,0.6334311068058014
1760456496924072,1.466275691986084,0,0,0,0,0.6451613008975983
1760456496945829,1.466275691986084,0,0,0,0,0.6451613008975983
1760456496963462,1.4780058860778809,0,0,0,0,0.6451613008975983
1760456496983403,1.4780058860778809,0,0,0,0,0.6451613008975983
1760456497003324,1.466275691986084,0,0,0,0,0.6451613008975983
1760456497026300,1.466275691986084,0,0,0,0,0.6451613008975983
1760456497043477,1.4780058860778809,0,0,0,0,0.6334311068058014
1760456497063295,1.4780058860778809,0,0,0,0,0.6334311068058014
1760456497086142,1.454545497894287,0,0,0,0,0.6451613008975983
1760456497108830,1.454545497894287,0,0,0,0,0.6451613008975983
1760456497143715,1.454545497894287,0,0,0,0,0.6451613008975983
1760456497143737,1.454545497894287,0,0,0,0,0.668621689081192
1760456497167255,1.454545497894287,0,0,0,0,0.668621689081192
1760456497186276,1.454545497894287,0,0,0,0,0.668621689081192
1760456497203506,1.454545497894287,0,0,0,0,0.668621689081192
1760456497224224,1.454545497894287,0,0,0,0,0.668621689081192
1760456497243895,1.454545497894287,0,0,0,0,0.668621689081192
1760456497263821,1.454545497894287,0,0,0,0,0.668621689081192
1760456497290566,1.466275691986084,0,0,0,0,0.6568914949893951
1760456497307744,1.466275691986084,0,0,0,0,0.6568914949893951
1760456497323565,1.4780058860778809,0,0,0,0,0.668621689081192
1760456497345548,1.4780058860778809,0,0,0,0,0.668621689081192
1760456497364502,1.4780058860778809,0,0,0,0,0.668621689081192
1760456497393271,1.4780058860778809,0,0,0,0,0.668621689081192
1760456497405330,1.466275691986084,0,0,0,0,0.668621689081192
1760456497425611,1.466275691986084,0,0,0,0,0.668621689081192
1760456497449979,1.454545497894287,0,0,0,0,0.668621689081192
1760456497464308,1.454545497894287,0,0,0,0,0.668621689081192
1760456497483627,1.454545497894287,0,0,0,0,0.668621689081192
1760456497504838,1.454545497894287,0,0,0,0,0.668621689081192
1760456497524076,1.454545497894287,0,0,0,0,0.668621689081192
1760456497544213,1.466275691986084,0,0,0,0,0.668621689081192
1760456497564164,1.466275691986084,0,0,0,0,0.668621689081192
