timestamp,pack_voltage,pack_current,state,main_fault_reg,soc,remaining_capacity,min_temp,max_temp,min_cell_volt,max_cell_volt,brick_volt_avg,cell_volt_avg,pack_temp_avg,pack_imbalance
1760456488725793,47.242,-24.933,2,0,82,8264,18,20.7,3.919,3.995,23.543,3.95,19.4,76
1760456488826061,47.26,-22.029,2,0,82,8264,18,20.7,3.919,3.995,23.543,3.95,19.4,76
1760456488925836,47.242,-21.54,2,0,82,8264,18,20.7,3.919,3.995,23.543,3.95,19.4,76
1760456489025854,47.242,-20.736,2,0,82,8264,18,20.7,3.919,3.995,23.543,3.95,19.4,76
1760456489125884,47.242,-20.865,2,0,82,8264,18,20.7,3.919,3.995,23.543,3.95,19.4,76
1760456489226324,47.367,-20.612,2,0,82,8264,18,20.7,3.919,3.995,23.543,3.95,19.4,76
1760456489381776,47.206,-21.106,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456489425677,47.242,-21.182,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456489525935,47.278,-21.591,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456489626922,47.278,-21.985,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456489725605,47.188,-22.741,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456489825847,47.278,-22.754,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456489925734,47.278,-21.912,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456490025722,47.242,-21.32,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456490125744,47.278,-21.053,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456490225748,47.26,-19.771,2,0,82,8263,18,20.7,3.917,3.995,23.541,3.951,19.4,78
1760456490381797,47.242,-19.585,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456490425766,47.242,-20.436,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456490525767,47.26,-21.161,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456490625889,47.242,-21.931,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456490726587,47.224,-22.677,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456490826075,47.224,-24.193,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456490925911,47.403,-17.584,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456491025883,47.403,-12.211,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456491125927,47.296,-13.921,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456491225878,47.206,-20.047,2,0,82,8263,18,20.7,3.92,3.996,23.543,3.951,19.4,76
1760456491381907,47.134,-26.412,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456491427373,47.152,-29.248,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456491526684,47.206,-27.336,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456491626468,47.242,-24.9,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456491725926,47.224,-23.312,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456491826471,47.26,-21.793,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456491925880,47.26,-20.283,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456492026066,47.26,-20.155,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456492126092,47.206,-21.523,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456492228333,47.242,-22.225,2,0,82,8263,18,20.7,3.912,3.995,23.529,3.947,19.4,83
1760456492382054,47.206,-21.889,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456492425962,47.242,-22.024,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456492525938,47.278,-21.575,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456492625970,47.224,-20.535,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456492725995,47.224,-20.674,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456492825936,47.242,-20.307,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456492925999,47.296,-20.389,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456493026035,47.242,-19.003,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456493126361,47.188,-19.732,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456493226025,47.242,-21.449,2,0,82,8262,18,20.7,3.916,3.994,23.532,3.95,19.4,78
1760456493382184,47.26,-22.193,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456493425999,47.206,-22.163,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456493529042,47.296,-20.943,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456493628316,47.313,-20.176,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456493726079,47.224,-19.1,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456493826108,47.224,-21.175,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456493926119,47.206,-23.437,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456494026131,47.152,-24.966,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456494126087,47.206,-25.442,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456494226516,47.242,-25.187,2,0,82,8262,18,20.7,3.916,3.995,23.532,3.949,19.4,79
1760456494384241,47.224,-23.579,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456494426175,47.188,-22.338,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456494527416,47.242,-21.102,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456494626209,47.224,-20.792,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456494726180,47.224,-21.666,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456494826211,47.188,-23.156,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456494926199,47.188,-23.872,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456495026247,47.224,-23.879,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456495126265,47.278,-22.802,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456495226413,47.278,-21.76,2,0,82,8262,18,20.7,3.916,3.995,23.533,3.95,19.4,79
1760456495382326,47.242,-20.124,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456495426259,47.296,-19.44,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456495526250,47.26,-19.344,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456495626305,47.242,-18.784,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456495726850,47.278,-20.273,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456495826344,47.206,-21.938,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456495926288,47.17,-23.112,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456496026318,47.188,-23.423,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456496127123,47.26,-23.072,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456496226475,47.26,-22.298,2,0,82,8261,18,20.7,3.916,3.991,23.536,3.951,19.4,75
1760456496384544,47.224,-22.144,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456496426379,47.206,-23.907,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456496527779,47.224,-24.357,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456496626382,47.242,-25.986,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456496727119,47.098,-31.322,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456496826458,47.08,-35.74,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456496926412,47.062,-39.609,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456497026556,47.044,-42.179,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456497127230,46.972,-43.545,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456497226423,47.044,-44.114,2,0,82,8261,18,20.7,3.916,3.992,23.534,3.949,19.4,76
1760456497382518,46.99,-43.659,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456497426437,46.972,-46.002,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456497526456,47.062,-44.67,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456497626857,46.919,-46.157,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456497726727,46.99,-44.648,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456497827664,46.972,-47.706,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456497927061,46.937,-47.5,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456498026552,46.919,-50.793,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456498126501,46.972,-50.907,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456498226625,46.972,-49.551,2,0,82,8260,18,20.7,3.906,3.985,23.508,3.941,19.4,79
1760456498382648,47.026,-46.52,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456498426673,46.99,-45.697,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456498526631,47.044,-44.46,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456498626607,47.116,-42.565,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456498726680,46.99,-42.33,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456498826563,47.044,-41.406,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456498926562,47.044,-40.678,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456499026619,47.026,-40.958,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456499126643,47.062,-40.999,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456499227426,47.044,-41.389,2,0,82,8260,18,20.7,3.903,3.984,23.494,3.94,19.4,81
1760456499382746,46.937,-43.539,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456499426682,46.99,-42.309,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456499526711,47.044,-44.108,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456499627663,47.044,-45.596,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456499726691,46.972,-46.136,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456499826678,47.008,-45.851,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456499926732,47.044,-44.836,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456500026734,46.99,-44.911,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456500126771,47.044,-44.888,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456500226904,47.098,-42.172,2,0,82,8259,18,20.7,3.901,3.983,23.48,3.938,19.4,82
1760456500382851,47.008,-39.562,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456500426783,47.152,-35.344,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456500526746,47.098,-32.619,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456500626991,47.17,-30.749,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456500726955,47.152,-27.821,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456500826854,47.152,-26.537,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456500926848,47.098,-27.114,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456501026853,47.098,-27.668,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456501126837,47.17,-27.415,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456501226999,47.17,-27.174,2,0,82,8258,18,20.7,3.906,3.983,23.483,3.941,19.4,77
1760456501383004,47.152,-26.845,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456501426885,47.152,-26.22,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456501526964,47.134,-26.742,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456501626870,47.17,-27.407,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456501727626,47.152,-26.302,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456501826948,47.188,-25.033,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456501926937,47.206,-24.868,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456502026949,47.062,-28.523,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456502126980,47.116,-31.959,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456502227003,47.062,-34.127,2,0,82,8258,18,20.7,3.909,3.988,23.494,3.945,19.4,79
1760456502383144,46.99,-37.579,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456502427572,47.044,-40.832,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456502527015,46.99,-42.236,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456502629532,46.954,-44.038,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456502727176,47.062,-44.807,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456502826985,46.972,-44.665,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456502927013,46.972,-44.418,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456503027036,47.026,-44.46,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456503127090,46.937,-44.88,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456503227099,46.954,-45.47,2,0,82,8257,18,20.7,3.903,3.984,23.482,3.939,19.4,81
1760456503383153,46.954,-45.798,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456503427183,47.044,-46.502,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456503529339,46.972,-45.593,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456503629038,46.99,-45.84,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456503727133,46.919,-45.622,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456503827464,46.954,-46.13,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456503927338,47.008,-47.091,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456504027185,47.116,-45.328,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456504127226,46.937,-46.31,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456504229052,46.919,-45.341,2,0,82,8257,18,20.7,3.899,3.981,23.467,3.936,19.4,82
1760456504384603,47.026,-44.908,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456504427779,47.044,-43.743,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456504530494,47.008,-43.493,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456504628841,46.972,-44.079,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456504727314,46.972,-45.595,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456504829325,46.937,-45.211,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456504927394,46.954,-46.086,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456505027418,47.026,-44.541,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456505127407,47.008,-45.442,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456505228365,46.99,-45.575,2,0,82,8256,18,20.7,3.899,3.98,23.463,3.937,19.4,81
1760456505383496,46.954,-44.892,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456505427414,46.99,-46.301,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456505527453,47.008,-42.827,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456505627439,47.062,-39.444,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456505727434,47.044,-36.543,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456505827434,47.044,-34.177,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456505927454,47.098,-32.547,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456506028568,47.188,-30.874,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456506129717,47.08,-30.293,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456506227547,47.098,-30.809,2,0,82,8255,18,20.7,3.902,3.981,23.461,3.937,19.4,79
1760456506383801,47.134,-30.266,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456506427556,47.08,-30.292,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456506527576,47.134,-28.992,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456506627553,47.098,-29.822,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456506728537,47.134,-29.251,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456506827575,47.134,-25.863,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456506927586,47.242,-21.688,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456507027642,47.17,-22.541,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456507127587,47.17,-23.655,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456507227589,47.134,-24.411,2,0,81,8255,18,20.7,3.907,3.982,23.475,3.942,19.4,75
1760456507385884,47.17,-24.514,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456507428510,47.134,-26.449,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456507527761,47.044,-31.135,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456507627679,47.098,-31.491,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456507727674,47.08,-31.498,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456507827704,47.062,-31.886,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456507927704,47.08,-33.152,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456508027717,47.098,-35.052,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456508127771,47.062,-34.555,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456508227770,47.098,-32.827,2,0,81,8254,18,20.7,3.907,3.985,23.488,3.944,19.4,78
1760456508383849,47.08,-31.346,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456508427938,47.08,-31.136,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456508528266,47.08,-31.956,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456508627789,47.17,-30.863,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456508727849,47.206,-29.235,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456508828092,47.098,-26.927,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456508927825,47.17,-26.157,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456509027869,47.188,-27.431,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456509130272,47.062,-28.159,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456509227939,47.152,-27.537,2,0,81,8254,18,20.7,3.906,3.984,23.489,3.942,19.4,78
1760456509385534,47.152,-26.889,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456509427990,47.116,-27.356,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456509528594,47.116,-28.871,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456509629595,47.134,-29.709,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456509727919,47.152,-28.454,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456509827919,47.152,-27.281,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456509928035,47.188,-26.225,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456510027999,47.116,-27.323,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456510128008,47.116,-27.872,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456510228128,47.134,-27.782,2,0,81,8253,18,20.7,3.908,3.985,23.49,3.943,19.4,77
1760456510386142,47.17,-27.746,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456510428042,47.116,-27.103,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456510528570,47.116,-27.682,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456510628100,47.152,-30.04,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456510728226,47.098,-31.147,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456510828119,47.116,-30.468,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456510928122,47.116,-28.321,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456511028184,47.152,-26.076,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456511128738,47.206,-20.935,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456511228170,47.296,-16.449,2,0,81,8253,18,20.7,3.908,3.985,23.492,3.943,19.4,77
1760456511384445,47.224,-18.621,2,0,81,8252,18,20.7,3.91,3.987,23.501,3.946,19.4,77
1760456511428182,47.17,-23.369,2,0,81,8252,18,20.7,3.91,3.987,23.501,3.946,19.4,77
