timestamp,value
1760456486369910,47.3125
1760456487377275,47.0625
1760456488386831,46.8125
1760456489386963,47
1760456490397206,46.9375
1760456491396899,46.875
1760456492406904,47
1760456493417318,47
1760456494418599,47
1760456495417187,46.9375
1760456496427179,46.875
1760456497437269,46.4375
1760456498447907,46.375
1760456499459311,46.4375
1760456500467542,46.6875
1760456501477314,46.8125
1760456502477461,46.4375
1760456503487531,46.3125
1760456504497155,46.4375
1760456505497820,46.4375
1760456506507089,46.6875
1760456507518419,46.625
1760456508527570,46.6875
1760456509528697,46.6875
1760456510537380,46.75
1760456511547753,46.8125
1760456512548381,46.75
1760456513557300,46.75
1760456514558255,44.75
1760456515567803,46.25
1760456516577476,46.4375
1760456517577711,46.6875
1760456518588923,46.5
1760456519587780,46.3125
1760456520598063,46.5625
1760456521597758,46.3125
1760456522607556,46.4375
1760456523617706,46.5
1760456524627543,46.5
1760456525640500,47.0625
1760456526638239,46.9375
1760456527647844,46.75
1760456528650330,46.8125
1760456529647802,46.75
1760456530658187,46.875
1760456531660564,46.875
1760456532668382,46.8125
1760456533678282,46.8125
1760456534678304,46.8125
1760456535687687,46.875
1760456536698938,46.875
1760456537707725,46.8125
1760456538707690,46.875
1760456539718218,46.8125
1760456540738179,46.8125
1760456541740226,46.75
1760456542747750,46.75
1760456543747935,46.8125
1760456544758129,46.3125
1760456545758354,46.6875
1760456546768026,46.75
1760456547778217,46.6875
1760456548778241,46.6875
1760456549788154,46.75
1760456550800141,46.375
1760456551808407,46.8125
1760456552808128,46.75
1760456553818300,46.75
1760456554828345,46.75
1760456555839527,46.8125
1760456556839707,46.6875
1760456557838512,46.875
1760456558849404,46.875
1760456559859716,46.8125
1760456560858499,46.8125
1760456561868853,46.75
1760456562878583,46.6875
1760456563888517,46.5625
1760456564888701,46.75
1760456565898762,46.875
1760456566898728,46.75
1760456567899036,46.6875
1760456568910629,46.75
1760456569928851,46.5625
1760456570928997,46.875
1760456571929413,46.8125
1760456572939173,46.75
1760456573939146,46.875
1760456574949314,46.8125
1760456575959023,46.9375
1760456576968891,46.875
1760456577979072,46.1875
1760456578979129,46.4375
1760456579990546,46.6875
1760456580999079,46.75
1760456582009228,46.8125
1760456583009037,46
1760456584019343,46.5625
1760456585028965,46.75
1760456586039264,46.625
1760456587039361,46.8125
1760456588049080,46.8125
1760456589049167,48.0625
1760456590059541,46.9375
1760456591069112,46.875
1760456592069278,47
1760456593079569,46.8125
1760456594079597,46.8125
1760456595089125,46.6875
1760456596099015,46.6875
1760456597098870,47
1760456598108749,46.6875
1760456599109495,46.5625
1760456600119113,46.5625
1760456601128825,46.75
1760456602139262,46.75
1760456603139043,46.75
1760456604149023,46.8125
1760456605158856,46.9375
1760456606168852,46.8125
1760456607169066,47
1760456608179041,47
1760456609178992,47
1760456610189469,46.9375
1760456611188847,46.9375
1760456612199008,46.6875
1760456613209410,46.375
1760456614208918,46.875
1760456615219073,46.75
1760456616228759,46.875
1760456617228829,46.9375
1760456618229361,46.75
1760456619239475,46.75
1760456620251042,46.5
1760456621261343,46.6875
1760456622269540,46.6875
1760456623269408,46.6875
1760456624280716,46.875
1760456625289948,47.0625
1760456626300015,46.1875
1760456627301488,46.6875
1760456628320099,46.5
1760456629331545,46.625
1760456630340384,46.625
1760456631340920,46.9375
1760456632350311,46.75
1760456633350231,46.6875
1760456634361212,46.75
1760456635361340,46.625
1760456636371920,46.75
1760456637371732,47.625
1760456638380588,46.9375
1760456639381212,47.25
1760456640391158,46.9375
1760456641390830,46.9375
1760456642391029,46.9375
1760456643393390,46.9375
1760456644401709,46.9375
1760456645414860,46.9375
1760456646424222,46.9375
1760456647423514,46.8125
1760456648421409,46.9375
1760456649432435,46.9375
1760456650442234,46.9375
1760456651442596,47
1760456652452386,46.9375
1760456653452177,47.125
1760456654462580,47.125
